timestamp,domain,server_contacted,rtt_ms
2025-10-28 07:09:11,mobile.events.data.microsoft.com,192.36.148.17,53.64
2025-10-28 07:09:11,mobile.events.data.microsoft.com,192.58.128.30,timeout
2025-10-28 07:09:11,mobile.events.data.microsoft.com,193.0.14.129,69.47
2025-10-28 07:09:11,mobile.events.data.microsoft.com,199.7.83.42,timeout
2025-10-28 07:09:11,mobile.events.data.microsoft.com,202.12.27.33,170.01
2025-10-28 07:09:21,metadata.google.internal,198.41.0.4,152.95
2025-10-28 07:09:21,metadata.google.internal,170.247.170.2,267.48
2025-10-28 07:09:21,metadata.google.internal,192.33.4.12,101.92
2025-10-28 07:09:21,metadata.google.internal,199.7.91.13,42.25
2025-10-28 07:09:21,metadata.google.internal,192.203.230.10,51.53
2025-10-28 07:09:21,metadata.google.internal,192.5.5.241,timeout
2025-10-28 07:09:21,metadata.google.internal,192.112.36.4,151.71
2025-10-28 07:09:21,metadata.google.internal,198.97.190.53,362.44
2025-10-28 07:09:21,metadata.google.internal,192.36.148.17,37.39
2025-10-28 07:09:21,metadata.google.internal,192.58.128.30,timeout
2025-10-28 07:09:21,metadata.google.internal,193.0.14.129,52.57
2025-10-28 07:09:21,metadata.google.internal,199.7.83.42,timeout
2025-10-28 07:09:21,metadata.google.internal,202.12.27.33,168.78
2025-10-28 07:09:32,metadata.google.internal,198.41.0.4,154.87
2025-10-28 07:09:32,metadata.google.internal,170.247.170.2,267.89
2025-10-28 07:09:32,metadata.google.internal,192.33.4.12,100.53
2025-10-28 07:09:32,metadata.google.internal,199.7.91.13,42.14
2025-10-28 07:09:32,metadata.google.internal,192.203.230.10,45.94
2025-10-28 07:09:32,metadata.google.internal,192.5.5.241,timeout
2025-10-28 07:09:32,metadata.google.internal,192.112.36.4,148.30
2025-10-28 07:09:32,metadata.google.internal,198.97.190.53,334.77
2025-10-28 07:09:32,metadata.google.internal,192.36.148.17,35.67
2025-10-28 07:09:32,metadata.google.internal,192.58.128.30,timeout
2025-10-28 07:09:32,metadata.google.internal,193.0.14.129,82.88
2025-10-28 07:09:32,metadata.google.internal,199.7.83.42,timeout
2025-10-28 07:09:32,metadata.google.internal,202.12.27.33,177.18
2025-10-28 07:09:53,main.vscode-cdn.net,198.41.0.4,174.09
2025-10-28 07:09:53,main.vscode-cdn.net,192.55.83.30,176.25
2025-10-28 07:09:53,main.vscode-cdn.net,150.171.21.9,63.42
2025-10-28 07:09:53,main.vscode-cdn.net,192.52.178.30,177.76
2025-10-28 07:09:53,main.vscode-cdn.net,192.33.14.30,298.05
2025-10-28 07:09:53,main.vscode-cdn.net,192.35.51.30,186.32
2025-10-28 07:09:53,main.vscode-cdn.net,192.31.80.30,timeout
2025-10-28 07:09:53,main.vscode-cdn.net,192.54.112.30,timeout
2025-10-28 07:09:53,main.vscode-cdn.net,170.247.170.2,267.43
2025-10-28 07:09:53,main.vscode-cdn.net,192.5.6.30,133.89
2025-10-28 07:09:53,main.vscode-cdn.net,192.26.92.30,175.07
2025-10-28 07:09:53,main.vscode-cdn.net,192.12.94.30,173.38
2025-10-28 07:09:53,main.vscode-cdn.net,192.42.93.30,timeout
2025-10-28 07:09:53,main.vscode-cdn.net,192.33.4.12,98.54
2025-10-28 07:09:53,main.vscode-cdn.net,192.41.162.30,160.73
2025-10-28 07:09:53,main.vscode-cdn.net,192.48.79.30,148.33
2025-10-28 07:09:53,main.vscode-cdn.net,192.43.172.30,167.69
2025-10-28 07:09:53,main.vscode-cdn.net,199.7.91.13,40.90
2025-10-28 07:09:53,main.vscode-cdn.net,192.203.230.10,46.06
2025-10-28 07:09:53,main.vscode-cdn.net,192.5.5.241,timeout
2025-10-28 07:09:53,main.vscode-cdn.net,192.112.36.4,163.23
2025-10-28 07:09:53,main.vscode-cdn.net,198.97.190.53,352.36
2025-10-28 07:09:53,main.vscode-cdn.net,192.36.148.17,36.45
2025-10-28 07:09:53,main.vscode-cdn.net,192.58.128.30,timeout
2025-10-28 07:09:53,main.vscode-cdn.net,193.0.14.129,70.64
2025-10-28 07:09:53,main.vscode-cdn.net,199.7.83.42,timeout
2025-10-28 07:09:53,main.vscode-cdn.net,202.12.27.33,169.00
2025-10-28 07:10:14,mobile.events.data.microsoft.com,198.41.0.4,166.97
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.41.162.30,151.06
2025-10-28 07:10:14,mobile.events.data.microsoft.com,150.171.10.39,31.04
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.48.79.30,154.98
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.54.112.30,timeout
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.31.80.30,timeout
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.33.14.30,292.47
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.35.51.30,175.28
2025-10-28 07:10:14,mobile.events.data.microsoft.com,170.247.170.2,298.89
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.5.6.30,157.61
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.26.92.30,205.70
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.12.94.30,188.06
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.33.4.12,99.75
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.55.83.30,170.51
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.52.178.30,188.16
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.43.172.30,198.45
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.42.93.30,timeout
2025-10-28 07:10:14,mobile.events.data.microsoft.com,199.7.91.13,60.16
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.203.230.10,53.30
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.5.5.241,timeout
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.112.36.4,163.22
2025-10-28 07:10:14,mobile.events.data.microsoft.com,198.97.190.53,349.69
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.36.148.17,31.35
2025-10-28 07:10:14,mobile.events.data.microsoft.com,192.58.128.30,timeout
2025-10-28 07:10:14,mobile.events.data.microsoft.com,193.0.14.129,54.26
2025-10-28 07:10:14,mobile.events.data.microsoft.com,199.7.83.42,timeout
2025-10-28 07:10:14,mobile.events.data.microsoft.com,202.12.27.33,171.82
2025-10-28 07:10:25,metadata.google.internal,198.41.0.4,150.10
2025-10-28 07:10:25,metadata.google.internal,170.247.170.2,267.44
2025-10-28 07:10:25,metadata.google.internal,192.33.4.12,97.96
2025-10-28 07:10:25,metadata.google.internal,199.7.91.13,41.89
2025-10-28 07:10:25,metadata.google.internal,192.203.230.10,50.62
2025-10-28 07:10:25,metadata.google.internal,192.5.5.241,timeout
2025-10-28 07:10:25,metadata.google.internal,192.112.36.4,156.47
2025-10-28 07:10:25,metadata.google.internal,198.97.190.53,299.18
2025-10-28 07:10:25,metadata.google.internal,192.36.148.17,32.56
2025-10-28 07:10:25,metadata.google.internal,192.58.128.30,timeout
2025-10-28 07:10:25,metadata.google.internal,193.0.14.129,59.73
2025-10-28 07:10:25,metadata.google.internal,199.7.83.42,timeout
2025-10-28 07:10:25,metadata.google.internal,202.12.27.33,175.79
2025-10-28 07:10:35,metadata.google.internal,198.41.0.4,154.28
2025-10-28 07:10:35,metadata.google.internal,170.247.170.2,267.84
2025-10-28 07:10:35,metadata.google.internal,192.33.4.12,85.92
2025-10-28 07:10:35,metadata.google.internal,199.7.91.13,42.68
2025-10-28 07:10:35,metadata.google.internal,192.203.230.10,53.40
2025-10-28 07:10:35,metadata.google.internal,192.5.5.241,timeout
2025-10-28 07:10:35,metadata.google.internal,192.112.36.4,152.49
2025-10-28 07:10:35,metadata.google.internal,198.97.190.53,346.18
2025-10-28 07:10:35,metadata.google.internal,192.36.148.17,32.85
2025-10-28 07:10:35,metadata.google.internal,192.58.128.30,timeout
2025-10-28 07:10:35,metadata.google.internal,193.0.14.129,70.77
2025-10-28 07:10:35,metadata.google.internal,199.7.83.42,timeout
2025-10-28 07:10:35,metadata.google.internal,202.12.27.33,170.13
2025-10-28 07:10:56,default.exp-tas.com,198.41.0.4,164.19
2025-10-28 07:10:56,default.exp-tas.com,192.41.162.30,171.39
2025-10-28 07:10:56,default.exp-tas.com,150.171.10.35,43.17
2025-10-28 07:10:56,default.exp-tas.com,192.48.79.30,169.87
2025-10-28 07:10:56,default.exp-tas.com,192.54.112.30,timeout
2025-10-28 07:10:56,default.exp-tas.com,192.31.80.30,timeout
2025-10-28 07:10:56,default.exp-tas.com,192.33.14.30,269.79
2025-10-28 07:10:56,default.exp-tas.com,192.35.51.30,179.63
2025-10-28 07:10:56,default.exp-tas.com,170.247.170.2,268.95
2025-10-28 07:10:56,default.exp-tas.com,192.5.6.30,138.96
2025-10-28 07:10:56,default.exp-tas.com,192.26.92.30,176.64
2025-10-28 07:10:56,default.exp-tas.com,192.12.94.30,173.08
2025-10-28 07:10:56,default.exp-tas.com,192.33.4.12,98.83
2025-10-28 07:10:56,default.exp-tas.com,192.55.83.30,161.86
2025-10-28 07:10:56,default.exp-tas.com,192.52.178.30,156.39
2025-10-28 07:10:56,default.exp-tas.com,192.43.172.30,169.63
2025-10-28 07:10:56,default.exp-tas.com,192.42.93.30,timeout
2025-10-28 07:10:56,default.exp-tas.com,199.7.91.13,43.17
2025-10-28 07:10:56,default.exp-tas.com,192.203.230.10,47.21
2025-10-28 07:10:56,default.exp-tas.com,192.5.5.241,timeout
2025-10-28 07:10:56,default.exp-tas.com,192.112.36.4,157.34
2025-10-28 07:10:56,default.exp-tas.com,198.97.190.53,338.76
2025-10-28 07:10:56,default.exp-tas.com,192.36.148.17,33.85
2025-10-28 07:10:56,default.exp-tas.com,192.58.128.30,timeout
2025-10-28 07:10:56,default.exp-tas.com,193.0.14.129,66.16
2025-10-28 07:10:56,default.exp-tas.com,199.7.83.42,timeout
2025-10-28 07:10:56,default.exp-tas.com,202.12.27.33,168.59
2025-10-28 07:11:18,default.exp-tas.com,198.41.0.4,155.85
2025-10-28 07:11:18,default.exp-tas.com,192.41.162.30,166.28
2025-10-28 07:11:18,default.exp-tas.com,150.171.10.35,30.23
2025-10-28 07:11:18,default.exp-tas.com,192.48.79.30,152.70
2025-10-28 07:11:18,default.exp-tas.com,192.54.112.30,timeout
2025-10-28 07:11:18,default.exp-tas.com,192.31.80.30,timeout
2025-10-28 07:11:18,default.exp-tas.com,192.33.14.30,275.25
2025-10-28 07:11:18,default.exp-tas.com,192.35.51.30,170.43
2025-10-28 07:11:18,default.exp-tas.com,170.247.170.2,271.50
2025-10-28 07:11:18,default.exp-tas.com,192.5.6.30,134.23
2025-10-28 07:11:18,default.exp-tas.com,192.26.92.30,177.29
2025-10-28 07:11:18,default.exp-tas.com,192.12.94.30,179.05
2025-10-28 07:11:18,default.exp-tas.com,192.33.4.12,103.55
2025-10-28 07:11:18,default.exp-tas.com,192.55.83.30,166.29
2025-10-28 07:11:18,default.exp-tas.com,192.52.178.30,153.11
2025-10-28 07:11:18,default.exp-tas.com,192.43.172.30,183.68
2025-10-28 07:11:18,default.exp-tas.com,192.42.93.30,timeout
2025-10-28 07:11:18,default.exp-tas.com,199.7.91.13,45.08
2025-10-28 07:11:18,default.exp-tas.com,192.203.230.10,47.28
2025-10-28 07:11:18,default.exp-tas.com,192.5.5.241,timeout
2025-10-28 07:11:18,default.exp-tas.com,192.112.36.4,153.96
2025-10-28 07:11:18,default.exp-tas.com,198.97.190.53,340.65
2025-10-28 07:11:18,default.exp-tas.com,192.36.148.17,31.25
2025-10-28 07:11:18,default.exp-tas.com,192.58.128.30,timeout
2025-10-28 07:11:18,default.exp-tas.com,193.0.14.129,53.91
2025-10-28 07:11:18,default.exp-tas.com,199.7.83.42,timeout
2025-10-28 07:11:18,default.exp-tas.com,202.12.27.33,173.18
2025-10-28 07:11:39,default.exp-tas.com,198.41.0.4,164.91
2025-10-28 07:11:39,default.exp-tas.com,192.41.162.30,153.16
2025-10-28 07:11:39,default.exp-tas.com,150.171.10.35,31.64
2025-10-28 07:11:39,default.exp-tas.com,192.48.79.30,155.87
2025-10-28 07:11:39,default.exp-tas.com,192.54.112.30,timeout
2025-10-28 07:11:39,default.exp-tas.com,192.31.80.30,timeout
2025-10-28 07:11:39,default.exp-tas.com,192.33.14.30,274.48
2025-10-28 07:11:39,default.exp-tas.com,192.35.51.30,177.86
2025-10-28 07:11:39,default.exp-tas.com,170.247.170.2,270.58
2025-10-28 07:11:39,default.exp-tas.com,192.5.6.30,142.36
2025-10-28 07:11:39,default.exp-tas.com,192.26.92.30,177.77
2025-10-28 07:11:39,default.exp-tas.com,192.12.94.30,174.65
2025-10-28 07:11:39,default.exp-tas.com,192.33.4.12,83.48
2025-10-28 07:11:39,default.exp-tas.com,192.55.83.30,158.28
2025-10-28 07:11:39,default.exp-tas.com,192.52.178.30,161.41
2025-10-28 07:11:39,default.exp-tas.com,192.43.172.30,178.60
2025-10-28 07:11:39,default.exp-tas.com,192.42.93.30,timeout
2025-10-28 07:11:39,default.exp-tas.com,199.7.91.13,42.83
2025-10-28 07:11:39,default.exp-tas.com,192.203.230.10,42.09
2025-10-28 07:11:39,default.exp-tas.com,192.5.5.241,timeout
2025-10-28 07:11:39,default.exp-tas.com,192.112.36.4,151.85
2025-10-28 07:11:39,default.exp-tas.com,198.97.190.53,354.28
2025-10-28 07:11:39,default.exp-tas.com,192.36.148.17,34.35
2025-10-28 07:11:39,default.exp-tas.com,192.58.128.30,timeout
2025-10-28 07:11:39,default.exp-tas.com,193.0.14.129,56.04
2025-10-28 07:11:39,default.exp-tas.com,199.7.83.42,timeout
2025-10-28 07:11:39,default.exp-tas.com,202.12.27.33,169.62
2025-10-28 07:12:00,default.exp-tas.com,198.41.0.4,150.36
2025-10-28 07:12:00,default.exp-tas.com,192.41.162.30,163.55
2025-10-28 07:12:00,default.exp-tas.com,150.171.10.35,47.96
2025-10-28 07:12:00,default.exp-tas.com,192.48.79.30,173.97
2025-10-28 07:12:00,default.exp-tas.com,192.54.112.30,timeout
2025-10-28 07:12:00,default.exp-tas.com,192.31.80.30,timeout
2025-10-28 07:12:00,default.exp-tas.com,192.33.14.30,270.18
2025-10-28 07:12:00,default.exp-tas.com,192.35.51.30,168.68
2025-10-28 07:12:00,default.exp-tas.com,170.247.170.2,270.22
2025-10-28 07:12:00,default.exp-tas.com,192.5.6.30,151.29
2025-10-28 07:12:00,default.exp-tas.com,192.26.92.30,175.35
2025-10-28 07:12:00,default.exp-tas.com,192.12.94.30,175.55
2025-10-28 07:12:00,default.exp-tas.com,192.33.4.12,100.40
2025-10-28 07:12:00,default.exp-tas.com,192.55.83.30,149.01
2025-10-28 07:12:00,default.exp-tas.com,192.52.178.30,153.96
2025-10-28 07:12:00,default.exp-tas.com,192.43.172.30,169.49
2025-10-28 07:12:00,default.exp-tas.com,192.42.93.30,timeout
2025-10-28 07:12:00,default.exp-tas.com,199.7.91.13,43.08
2025-10-28 07:12:00,default.exp-tas.com,192.203.230.10,47.01
2025-10-28 07:12:00,default.exp-tas.com,192.5.5.241,timeout
2025-10-28 07:12:00,default.exp-tas.com,192.112.36.4,162.91
2025-10-28 07:12:00,default.exp-tas.com,198.97.190.53,345.00
2025-10-28 07:12:00,default.exp-tas.com,192.36.148.17,32.56
2025-10-28 07:12:00,default.exp-tas.com,192.58.128.30,timeout
2025-10-28 07:12:00,default.exp-tas.com,193.0.14.129,56.38
2025-10-28 07:12:00,default.exp-tas.com,199.7.83.42,timeout
2025-10-28 07:12:00,default.exp-tas.com,202.12.27.33,170.76
2025-10-28 07:12:21,mobile.events.data.microsoft.com,198.41.0.4,161.66
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.41.162.30,155.13
2025-10-28 07:12:21,mobile.events.data.microsoft.com,150.171.10.39,31.35
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.48.79.30,149.95
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.54.112.30,timeout
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.31.80.30,timeout
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.33.14.30,270.61
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.35.51.30,172.11
2025-10-28 07:12:21,mobile.events.data.microsoft.com,170.247.170.2,267.12
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.5.6.30,139.05
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.26.92.30,172.41
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.12.94.30,173.65
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.33.4.12,85.26
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.55.83.30,150.44
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.52.178.30,166.23
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.43.172.30,179.28
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.42.93.30,timeout
2025-10-28 07:12:21,mobile.events.data.microsoft.com,199.7.91.13,44.43
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.203.230.10,46.22
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.5.5.241,timeout
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.112.36.4,166.45
2025-10-28 07:12:21,mobile.events.data.microsoft.com,198.97.190.53,323.95
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.36.148.17,34.51
2025-10-28 07:12:21,mobile.events.data.microsoft.com,192.58.128.30,timeout
2025-10-28 07:12:21,mobile.events.data.microsoft.com,193.0.14.129,73.14
2025-10-28 07:12:21,mobile.events.data.microsoft.com,199.7.83.42,timeout
2025-10-28 07:12:21,mobile.events.data.microsoft.com,202.12.27.33,168.33
2025-10-28 07:12:42,mobile.events.data.microsoft.com,198.41.0.4,149.71
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.41.162.30,152.01
2025-10-28 07:12:42,mobile.events.data.microsoft.com,150.171.10.39,33.63
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.48.79.30,166.19
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.54.112.30,timeout
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.31.80.30,timeout
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.33.14.30,271.70
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.35.51.30,174.77
2025-10-28 07:12:42,mobile.events.data.microsoft.com,170.247.170.2,267.01
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.5.6.30,135.62
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.26.92.30,176.72
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.12.94.30,172.80
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.33.4.12,115.56
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.55.83.30,152.35
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.52.178.30,158.07
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.43.172.30,172.51
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.42.93.30,timeout
2025-10-28 07:12:42,mobile.events.data.microsoft.com,199.7.91.13,43.23
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.203.230.10,49.24
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.5.5.241,timeout
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.112.36.4,175.62
2025-10-28 07:12:42,mobile.events.data.microsoft.com,198.97.190.53,365.70
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.36.148.17,65.14
2025-10-28 07:12:42,mobile.events.data.microsoft.com,192.58.128.30,timeout
2025-10-28 07:12:42,mobile.events.data.microsoft.com,193.0.14.129,66.17
2025-10-28 07:12:42,mobile.events.data.microsoft.com,199.7.83.42,timeout
2025-10-28 07:12:42,mobile.events.data.microsoft.com,202.12.27.33,172.92
2025-10-28 07:13:03,default.exp-tas.com,198.41.0.4,149.53
2025-10-28 07:13:03,default.exp-tas.com,192.41.162.30,153.31
2025-10-28 07:13:03,default.exp-tas.com,150.171.10.35,32.66
2025-10-28 07:13:03,default.exp-tas.com,192.48.79.30,150.75
2025-10-28 07:13:03,default.exp-tas.com,192.54.112.30,timeout
2025-10-28 07:13:03,default.exp-tas.com,192.31.80.30,timeout
2025-10-28 07:13:03,default.exp-tas.com,192.33.14.30,272.54
2025-10-28 07:13:03,default.exp-tas.com,192.35.51.30,171.92
2025-10-28 07:13:03,default.exp-tas.com,170.247.170.2,267.53
2025-10-28 07:13:03,default.exp-tas.com,192.5.6.30,129.05
2025-10-28 07:13:03,default.exp-tas.com,192.26.92.30,179.26
2025-10-28 07:13:03,default.exp-tas.com,192.12.94.30,170.73
2025-10-28 07:13:03,default.exp-tas.com,192.33.4.12,103.57
2025-10-28 07:13:03,default.exp-tas.com,192.55.83.30,167.12
2025-10-28 07:13:03,default.exp-tas.com,192.52.178.30,173.97
2025-10-28 07:13:03,default.exp-tas.com,192.43.172.30,168.47
2025-10-28 07:13:03,default.exp-tas.com,192.42.93.30,timeout
2025-10-28 07:13:03,default.exp-tas.com,199.7.91.13,43.66
2025-10-28 07:13:03,default.exp-tas.com,192.203.230.10,47.68
2025-10-28 07:13:03,default.exp-tas.com,192.5.5.241,timeout
2025-10-28 07:13:03,default.exp-tas.com,192.112.36.4,153.39
2025-10-28 07:13:03,default.exp-tas.com,198.97.190.53,361.17
2025-10-28 07:13:03,default.exp-tas.com,192.36.148.17,32.67
2025-10-28 07:13:03,default.exp-tas.com,192.58.128.30,timeout
2025-10-28 07:13:03,default.exp-tas.com,193.0.14.129,53.88
2025-10-28 07:13:03,default.exp-tas.com,199.7.83.42,timeout
2025-10-28 07:13:03,default.exp-tas.com,202.12.27.33,172.57
2025-10-28 07:13:25,default.exp-tas.com,198.41.0.4,167.30
2025-10-28 07:13:25,default.exp-tas.com,192.41.162.30,162.91
2025-10-28 07:13:25,default.exp-tas.com,150.171.10.35,43.35
2025-10-28 07:13:25,default.exp-tas.com,192.48.79.30,169.32
2025-10-28 07:13:25,default.exp-tas.com,192.54.112.30,timeout
2025-10-28 07:13:25,default.exp-tas.com,192.31.80.30,timeout
2025-10-28 07:13:25,default.exp-tas.com,192.33.14.30,272.16
2025-10-28 07:13:25,default.exp-tas.com,192.35.51.30,172.49
2025-10-28 07:13:25,default.exp-tas.com,170.247.170.2,270.96
2025-10-28 07:13:25,default.exp-tas.com,192.5.6.30,147.64
2025-10-28 07:13:25,default.exp-tas.com,192.26.92.30,176.33
2025-10-28 07:13:25,default.exp-tas.com,192.12.94.30,179.30
2025-10-28 07:13:25,default.exp-tas.com,192.33.4.12,92.17
2025-10-28 07:13:25,default.exp-tas.com,192.55.83.30,150.87
2025-10-28 07:13:25,default.exp-tas.com,192.52.178.30,150.80
2025-10-28 07:13:25,default.exp-tas.com,192.43.172.30,177.85
2025-10-28 07:13:25,default.exp-tas.com,192.42.93.30,timeout
2025-10-28 07:13:25,default.exp-tas.com,199.7.91.13,43.71
2025-10-28 07:13:25,default.exp-tas.com,192.203.230.10,40.85
2025-10-28 07:13:25,default.exp-tas.com,192.5.5.241,timeout
2025-10-28 07:13:25,default.exp-tas.com,192.112.36.4,153.26
2025-10-28 07:13:25,default.exp-tas.com,198.97.190.53,369.49
2025-10-28 07:13:25,default.exp-tas.com,192.36.148.17,34.25
2025-10-28 07:13:25,default.exp-tas.com,192.58.128.30,timeout
2025-10-28 07:13:25,default.exp-tas.com,193.0.14.129,72.77
2025-10-28 07:13:25,default.exp-tas.com,199.7.83.42,timeout
2025-10-28 07:13:25,default.exp-tas.com,202.12.27.33,172.39
2025-10-28 07:13:46,default.exp-tas.com,198.41.0.4,165.72
2025-10-28 07:13:46,default.exp-tas.com,192.41.162.30,151.54
2025-10-28 07:13:46,default.exp-tas.com,150.171.10.35,51.62
